School Code,Academic Year,District Name,School Name,School Type,"Educational 
Option Type","Charter 
School 
(0=No, 1 = Yes)","Percent (%) 
Eligible FRPM 
(K-12)"
6117550,2019,Clovis Unified,Century Elementary,Elementary Schools (Public),Traditional,0,33.2
6034292,2019,Sacramento City Unified,Theodore Judah Elementary,Elementary Schools (Public),Traditional,0,33.2
6107510,2019,Alta Loma Elementary,Victoria Groves Elementary,Elementary Schools (Public),Traditional,0,33.2
6088306,2019,Oak Grove Elementary,Oak Ridge Elementary,Elementary Schools (Public),Traditional,0,33.2
6011951,2021,Burbank Unified,William McKinley Elementary,Elementary Schools (Public),Traditional,0,33.19057816
6066971,2023,Chula Vista Elementary,Parkview Elementary,Elementary Schools (Public),Traditional,0,33.17191283
0137356,2022,SBE - College Preparatory Middle,College Preparatory Middle,Intermediate/Middle Schools (Public),Traditional,0,33.16326531
0133736,2021,Los Angeles Unified,Science Academy STEM Magnet,K-12 Schools (Public),Traditional,0,33.16062176
0110502,2023,Pleasant Valley,Rancho Rosal Elementary,Elementary Schools (Public),Traditional,0,33.15972222
0437558,2021,Chico Unified,Pleasant Valley High,High Schools (Public),Traditional,0,33.15881326
6107767,2023,Orange Unified,Chapman Hills Elementary,Elementary Schools (Public),Traditional,0,33.15508021
0102293,2023,Placer Union High,Foresthill High,High Schools (Public),Traditional,0,33.15217391
6107510,2023,Alta Loma Elementary,Victoria Groves Elementary,Elementary Schools (Public),Traditional,0,33.14711359
6023303,2022,Torrance Unified,Howard Wood Elementary,Elementary Schools (Public),Traditional,0,33.14606742
6039671,2022,San Diego Unified,Grant K-8,Elementary Schools (Public),Traditional,0,33.14606742
6093447,2023,ABC Unified,Wittmann (Helen) Elementary,Elementary Schools (Public),Traditional,0,33.14500942
3731247,2022,San Diego Unified,High Tech High,High Schools (Public),Traditional,0,33.13373253
5636188,2023,Simi Valley Unified,Simi Valley High,High Schools (Public),Traditional,0,33.12661499
6011001,2023,Alhambra Unified,Brightwood Elementary,Elementary Schools (Public),Traditional,0,33.12342569
6110647,2022,Rocklin Unified,Antelope Creek Elementary,Elementary Schools (Public),Traditional,0,33.12236287
6052336,2021,West Side Union Elementary,West Side Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,33.12101911
0139352,2023,Orange County Department of Education,Sycamore Creek Community Charter,Elementary Schools (Public),Traditional,1,33.12101911
0114983,2023,San Juan Unified,Golden Valley River,Elementary Schools (Public),Traditional,1,33.12101911
6068928,2022,Berryessa Union Elementary,Morrill Middle,Intermediate/Middle Schools (Public),Traditional,0,33.11793215
0119222,2021,Alameda Unified,Nea Community Learning Center,K-12 Schools (Public),Traditional,0,33.10696095
6113245,2023,San Francisco Unified,Yu (Alice Fong) Elementary,Elementary Schools (Public),Traditional,0,33.10580205
6022917,2019,Sulphur Springs Union,Sulphur Springs Community Elementary,Elementary Schools (Public),Traditional,0,33.1
6114243,2019,Temecula Valley Unified,Vintage Hills Elementary,Elementary Schools (Public),Traditional,0,33.1
3631207,2019,Apple Valley Unified,Academy for Academic Excellence,K-12 Schools (Public),Traditional,1,33.1
6111322,2019,Chula Vista Elementary,Discovery Charter,Elementary Schools (Public),Traditional,1,33.1
6047666,2019,Milpitas Unified,Rancho Milpitas Middle,Intermediate/Middle Schools (Public),Traditional,0,33.1
6055925,2019,Conejo Valley Unified,Colina Middle,Intermediate/Middle Schools (Public),Traditional,0,33.1
6012660,2022,Culver City Unified,Linwood E. Howe Elementary,Elementary Schools (Public),Traditional,0,33.09352518
6094627,2021,Fountain Valley Elementary,Masuda (Kazuo) Middle,Intermediate/Middle Schools (Public),Traditional,0,33.07984791
6048045,2021,Mount Pleasant Elementary,Ida Jew Academies,Elementary Schools (Public),Traditional,0,33.07240705
6040851,2021,San Francisco Unified,Sloat (Commodore) Elementary,Elementary Schools (Public),Traditional,0,33.07086614
5630348,2021,Ventura Unified,Foothill Technology High,High Schools (Public),Traditional,0,33.07008885
0130930,2021,Byron Union Elementary,Vista Oaks Charter,K-12 Schools (Public),Traditional,0,33.06636156
1931187,2022,Burbank Unified,Burbank High,High Schools (Public),Traditional,0,33.06222041
6068274,2022,ABC Unified,Cerritos Elementary,Elementary Schools (Public),Traditional,0,33.05921053
6117659,2023,Murrieta Valley Unified,Cole Canyon Elementary,Elementary Schools (Public),Traditional,0,33.04680038
6045462,2022,Goleta Union Elementary,Hollister Elementary,Elementary Schools (Public),Traditional,0,33.04093567
6068266,2021,New Haven Unified,Itliong-Vera Cruz,Intermediate/Middle Schools (Public),Traditional,0,33.03929431
6120398,2022,Rosedale Union Elementary,Patriot Elementary,Elementary Schools (Public),Traditional,0,33.03471445
0730457,2021,Liberty Union High,Freedom High,High Schools (Public),Traditional,0,33.0260521
6094627,2023,Fountain Valley Elementary,Masuda (Kazuo) Middle,Intermediate/Middle Schools (Public),Traditional,0,33.01630435
0136069,2021,Helendale Elementary,Sage Oak Charter,K-12 Schools (Public),Traditional,0,33.0060423
6030761,2022,Westminster,Eastwood Elementary,Elementary Schools (Public),Traditional,0,33.00395257
6003032,2019,Chico Unified,Marigold Elementary,Elementary Schools (Public),Traditional,0,33
6015408,2019,Long Beach Unified,Kettering Elementary,Elementary Schools (Public),Traditional,0,33
6034078,2019,Sacramento City Unified,Alice Birney Waldorf-Inspired,Elementary Schools (Public),Traditional,0,33
122788,2019,San Diego Unified,School for Entrepreneurship and Technology,High Schools (Public),Traditional,1,33
6061972,2019,San Diego Unified,Pershing Middle,Intermediate/Middle Schools (Public),Traditional,0,33
6043632,2019,Cabrillo Unified,Farallone View Elementary,Elementary Schools (Public),Traditional,0,33
6045801,2019,Orcutt Union Elementary,Pine Grove Elementary,Elementary Schools (Public),Traditional,0,33
6053326,2019,Pleasant Grove Joint Union,Pleasant Grove,Elemen Schools In 1 School Dist. (Public),Traditional,0,33
6113641,2021,Temecula Valley Unified,Pauba Valley Elementary,Elementary Schools (Public),Traditional,0,32.97682709
6055669,2023,Simi Valley Unified,Big Springs Elementary,Elementary Schools (Public),Traditional,0,32.9764454
6013015,2023,East Whittier City Elementary,Granada Middle,Intermediate/Middle Schools (Public),Traditional,0,32.97002725
6000558,2021,Fremont Unified,Brier Elementary,Elementary Schools (Public),Traditional,0,32.96354992
6095350,2021,Berryessa Union Elementary,Summerdale Elementary,Elementary Schools (Public),Traditional,0,32.96089385
0139451,2023,Warner Unified,Pathways Academy Charter - Adult Education,High Schools (Public),Traditional,1,32.96089385
6104475,2023,Alta Loma Elementary,Hermosa Elementary,Elementary Schools (Public),Traditional,0,32.95238095
6109011,2021,Riverside Unified,Benjamin Franklin Elementary,Elementary Schools (Public),Traditional,0,32.95165394
5035654,2021,Oakdale Joint Unified,Oakdale High,High Schools (Public),Traditional,0,32.9512894
6106629,2021,Chino Valley Unified,Eagle Canyon Elementary,Elementary Schools (Public),Traditional,0,32.95081967
0137067,2023,SBC - High Tech High,High Tech High Mesa,High Schools (Public),Traditional,1,32.94930876
2132272,2022,Novato Unified,Novato High,High Schools (Public),Traditional,0,32.94198895
6060362,2022,Simi Valley Unified,Valley View Middle,Intermediate/Middle Schools (Public),Traditional,0,32.92336802
0138180,2022,Woodland Joint Unified,Spring Lake Elementary,Elementary Schools (Public),Traditional,0,32.92307692
6116412,2021,Corona-Norco Unified,Citrus Hills Intermediate,Intermediate/Middle Schools (Public),Traditional,0,32.91139241
0137752,2021,San Diego County Office of Education,Dimensions Collaborative,K-12 Schools (Public),Traditional,0,32.91139241
6034292,2021,Sacramento City Unified,Theodore Judah Elementary,Elementary Schools (Public),Traditional,0,32.90870488
6004899,2019,West Contra Costa Unified,Olinda Elementary,Elementary Schools (Public),Traditional,0,32.9
1833805,2019,Lassen Union High,Lassen High,High Schools (Public),Traditional,0,32.9
1932623,2019,Los Angeles Unified,El Camino Real Charter High,High Schools (Public),Traditional,1,32.9
6031249,2019,Roseville City Elementary,Warren T. Eich Middle,Intermediate/Middle Schools (Public),Traditional,0,32.9
126011,2019,Escalon Unified,Escalon Charter Academy,Elementary Schools (Public),Traditional,1,32.9
110700,2019,Santa Clara Unified,Don Callejon,Elementary Schools (Public),Traditional,0,32.9
6011878,2022,Burbank Unified,Walt Disney Elementary,Elementary Schools (Public),Traditional,0,32.89473684
6057244,2023,West Contra Costa Unified,Fred T. Korematsu Middle,Intermediate/Middle Schools (Public),Traditional,0,32.8928047
6023832,2023,Wiseburn Unified,Richard Henry Dana Middle,Intermediate/Middle Schools (Public),Traditional,0,32.88659794
6027452,2023,Brea-Olinda Unified,Laurel Elementary Magnet School of Innovation and Career Exploration,Elementary Schools (Public),Traditional,0,32.88590604
1833805,2022,Lassen Union High,Lassen High,High Schools (Public),Traditional,0,32.88009889
6040000,2021,San Diego Unified,Language Academy,Elementary Schools (Public),Traditional,0,32.87671233
0136127,2022,Keppel Union Elementary,Sage Oak Charter School- Keppel,K-12 Schools (Public),Traditional,0,32.87671233
6111140,2022,Grass Valley Elementary,Grass Valley Charter,Elementary Schools (Public),Traditional,0,32.87128713
3130010,2023,Tahoe-Truckee Unified,North Tahoe High,High Schools (Public),Traditional,0,32.87128713
6095442,2022,Newhall,Meadows Elementary,Elementary Schools (Public),Traditional,0,32.87037037
6034292,2023,Sacramento City Unified,Theodore Judah Elementary,Elementary Schools (Public),Traditional,0,32.87037037
6041230,2023,San Francisco Unified,Jefferson Elementary,Elementary Schools (Public),Traditional,0,32.85714286
6044069,2021,Pacifica,Sunset Ridge Elementary,Elementary Schools (Public),Traditional,0,32.84671533
6019533,2023,Los Angeles Unified,Topeka Charter School For Advanced Studies,Elementary Schools (Public),Traditional,1,32.83858998
6097372,2023,Saddleback Valley Unified,La Madera Elementary,Elementary Schools (Public),Traditional,0,32.83828383
6109243,2023,Clovis Unified,Red Bank Elementary,Elementary Schools (Public),Traditional,0,32.83018868
6057426,2023,Tehachapi Unified,Jacobsen Middle,Intermediate/Middle Schools (Public),Traditional,0,32.82442748
6043871,2022,Jefferson Elementary,Thomas Edison Elementary,Elementary Schools (Public),Traditional,0,32.8125
6111066,2023,Mark West Union Elementary,John B. Riebli Elementary,Elementary Schools (Public),Traditional,1,32.8125
6106801,2023,Capistrano Unified,Marian Bergeson Elementary,Elementary Schools (Public),Traditional,0,32.80632411
6016869,2023,Los Angeles Unified,El Oro Way Charter For Enriched Studies,Elementary Schools (Public),Traditional,1,32.80182232
6005623,2019,Black Oak Mine Unified,Northside Elementary,Elementary Schools (Public),Traditional,0,32.8
6040851,2019,San Francisco Unified,Sloat (Commodore) Elementary,Elementary Schools (Public),Traditional,0,32.8
6050397,2019,Junction Elementary,Junction Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,32.8
6028054,2022,Fullerton Elementary,Golden Hill Elementary,Elementary Schools (Public),Traditional,0,32.8
6090401,2021,Castro Valley Unified,Marshall Elementary,Elementary Schools (Public),Traditional,0,32.79022403
6039648,2022,San Diego Unified,Gage Elementary,Elementary Schools (Public),Traditional,0,32.78931751
6049811,2021,Pajaro Valley Unified,Valencia Elementary,Elementary Schools (Public),Traditional,0,32.78688525
6112627,2023,Hickman Community Charter,Hickman Charter,Elementary Schools (Public),Traditional,1,32.78084715
6061808,2022,Elk Grove Unified,Joseph Kerr Middle,Intermediate/Middle Schools (Public),Traditional,0,32.77419355
6030969,2021,Placentia-Yorba Linda Unified,Yorba Linda Middle,Intermediate/Middle Schools (Public),Traditional,0,32.77202073
6041727,2023,San Francisco Unified,West Portal Elementary,Elementary Schools (Public),Traditional,0,32.76157804
6029441,2023,Newport-Mesa Unified,Newport Heights Elementary,Elementary Schools (Public),Traditional,0,32.75488069
0121087,2021,Napa Valley Unified,American Canyon High,High Schools (Public),Traditional,0,32.74751025
6013734,2021,Glendale Unified,La Crescenta Elementary,Elementary Schools (Public),Traditional,0,32.74336283
6113039,2021,Sebastopol Union Elementary,Sebastopol Independent Charter,Elementary Schools (Public),Traditional,0,32.74021352
6120000,2023,Elk Grove Unified,Toby Johnson Middle,Intermediate/Middle Schools (Public),Traditional,0,32.73905997
6030969,2023,Placentia-Yorba Linda Unified,Yorba Linda Middle,Intermediate/Middle Schools (Public),Traditional,0,32.73809524
6033039,2021,Elk Grove Unified,C. W. Dillard Elementary,Elementary Schools (Public),Traditional,0,32.73195876
6030191,2022,Irvine Unified,University Park Elementary,Elementary Schools (Public),Traditional,0,32.72727273
0139436,2022,Winters Joint Unified,Compass Charter School of Yolo,K-12 Schools (Public),Traditional,0,32.72727273
6060156,2023,Santa Cruz City High,Mission Hill Middle,Intermediate/Middle Schools (Public),Traditional,0,32.72058824
6061378,2022,Long Beach Unified,Stanford Middle,Intermediate/Middle Schools (Public),Traditional,0,32.71812081
0123810,2021,Chico Unified,Wildflower Open Classroom,Elementary Schools (Public),Traditional,0,32.71604938
6034847,2022,San Juan Unified,Pershing Elementary,Elementary Schools (Public),Traditional,0,32.70321361
6110431,2019,Rosedale Union Elementary,Del Rio Elementary,Elementary Schools (Public),Traditional,0,32.7
6068860,2019,Saugus Union,Highlands Elementary,Elementary Schools (Public),Traditional,0,32.7
6036545,2019,Redlands Unified,Mariposa Elementary,Elementary Schools (Public),Traditional,0,32.7
6059976,2019,South San Francisco Unified,Alta Loma Middle,Intermediate/Middle Schools (Public),Traditional,0,32.7
6105787,2019,Evergreen Elementary,Millbrook Elementary,Elementary Schools (Public),Traditional,0,32.7
6060107,2019,San Jose Unified,Willow Glen Middle,Intermediate/Middle Schools (Public),Traditional,0,32.7
6030951,2021,Placentia-Yorba Linda Unified,Rose Drive Elementary,Elementary Schools (Public),Traditional,0,32.69754768
3134657,2023,Western Placer Unified,Lincoln High,High Schools (Public),Traditional,0,32.69372694
6025779,2021,Plainsburg Union Elementary,Plainsburg Union Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,32.69230769
0111005,2021,Cajon Valley Union,Los Coches Creek Middle,Intermediate/Middle Schools (Public),Traditional,0,32.69230769
6101794,2022,Cajon Valley Union,Vista Grande Elementary,Elementary Schools (Public),Traditional,0,32.69230769
6016935,2023,Los Angeles Unified,Encino Charter Elementary,Elementary Schools (Public),Traditional,1,32.69230769
6028450,2022,Garden Grove Unified,Hilton D. Bell Intermediate,Intermediate/Middle Schools (Public),Traditional,0,32.68292683
6066922,2021,Fountain Valley Elementary,Cox (James H.) Elementary,Elementary Schools (Public),Traditional,0,32.66563945
6030951,2023,Placentia-Yorba Linda Unified,Rose Drive Elementary,Elementary Schools (Public),Traditional,0,32.66331658
6034276,2023,Sacramento City Unified,Sutterville Elementary,Elementary Schools (Public),Traditional,0,32.64781491
6107833,2023,Newport-Mesa Unified,Woodland Elementary,Elementary Schools (Public),Traditional,0,32.64367816
6101604,2023,New Haven Unified,Pioneer Elementary,Elementary Schools (Public),Traditional,0,32.6433121
0136069,2022,Helendale Elementary,Sage Oak Charter,K-12 Schools (Public),Traditional,0,32.63933376
0107318,2021,Yuba City Unified,Twin Rivers Charter,Elementary Schools (Public),Traditional,0,32.62711864
6068928,2021,Berryessa Union Elementary,Morrill Middle,Intermediate/Middle Schools (Public),Traditional,0,32.618683
6118681,2022,Norris Elementary,William B. Bimat Elementary,Elementary Schools (Public),Traditional,0,32.60869565
6049837,2023,San Lorenzo Valley Unified,Boulder Creek Elementary,Elementary Schools (Public),Traditional,0,32.60869565
6055792,2021,Simi Valley Unified,Sycamore Elementary,Elementary Schools (Public),Traditional,0,32.60188088
6011910,2019,Burbank Unified,Bret Harte Elementary,Elementary Schools (Public),Traditional,0,32.6
6117980,2019,Atascadero Unified,Fine Arts Academy,Elementary Schools (Public),Traditional,0,32.6
6104475,2022,Alta Loma Elementary,Hermosa Elementary,Elementary Schools (Public),Traditional,0,32.59762309
6004220,2023,Mt. Diablo Unified,Pine Hollow Middle,Intermediate/Middle Schools (Public),Traditional,0,32.59762309
6090310,2021,Berkeley Unified,Thousand Oaks Elementary,Elementary Schools (Public),Traditional,0,32.59668508
6111066,2022,Mark West Union Elementary,John B. Riebli Elementary,Elementary Schools (Public),Traditional,0,32.59668508
6019947,2023,Los Angeles Unified,White Point Elementary,Elementary Schools (Public),Traditional,0,32.59493671
6061808,2021,Elk Grove Unified,Joseph Kerr Middle,Intermediate/Middle Schools (Public),Traditional,0,32.57918552
0111138,2023,Natomas Unified,Heron,Elementary Schools (Public),Traditional,0,32.57650543
0125096,2021,Los Angeles Unified,Academy for Enriched Sciences,Elementary Schools (Public),Traditional,0,32.5732899
6054928,2021,Soulsbyville Elementary,Soulsbyville Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,32.56302521
6040174,2022,San Diego Unified,Spreckels Elementary,Elementary Schools (Public),Traditional,0,32.5617284
1833805,2023,Lassen Union High,Lassen High,High Schools (Public),Traditional,0,32.56097561
1932623,2021,Los Angeles Unified,El Camino Real Charter High,High Schools (Public),Traditional,0,32.55941
6048821,2022,Santa Clara Unified,Briarwood Elementary,Elementary Schools (Public),Traditional,0,32.55813953
6012660,2023,Culver City Unified,Linwood E. Howe Elementary,Elementary Schools (Public),Traditional,0,32.55813953
6024582,2023,Novato Unified,Rancho Elementary,Elementary Schools (Public),Traditional,0,32.55813953
6041016,2023,San Francisco Unified,McCoppin (Frank) Elementary,Elementary Schools (Public),Traditional,0,32.55813953
0123794,2021,Santa Clara County Office of Education,Summit Public School: Tahoma,High Schools (Public),Traditional,0,32.55319149
6068670,2022,San Juan Unified,Cambridge Heights Elementary,Elementary Schools (Public),Traditional,0,32.55033557
6011183,2022,Arcadia Unified,Hugo Reid Elementary,Elementary Schools (Public),Traditional,0,32.54113346
0137547,2023,Chino Valley Unified,Allegiance STEAM Academy - Thrive,Elementary Schools (Public),Traditional,1,32.53138075
6120711,2022,Carlsbad Unified,Calavera Hills Elementary,Elementary Schools (Public),Traditional,0,32.53012048
4133393,2021,Jefferson Union High,Jefferson High,High Schools (Public),Traditional,0,32.52830189
6101018,2023,Pleasant Ridge Union Elementary,Cottage Hill Elementary,Elementary Schools (Public),Traditional,0,32.52747253
6093041,2022,Berryessa Union Elementary,Vinci Park Elementary,Elementary Schools (Public),Traditional,0,32.51879699
6001945,2019,Oakland Unified,Joaquin Miller Elementary,Elementary Schools (Public),Traditional,0,32.5
6003644,2019,Brentwood Union Elementary,Brentwood Elementary,Elementary Schools (Public),Traditional,0,32.5
1530492,2019,Kern County Office of Education,Valley Oaks Charter,K-12 Schools (Public),Traditional,1,32.5
6013833,2019,Glendale Unified,Verdugo Woodlands Elementary,Elementary Schools (Public),Traditional,0,32.5
135632,2019,Los Angeles Unified,WISH Academy High,High Schools (Public),Traditional,1,32.5
2030237,2019,Yosemite Unified,Glacier High School Charter,High Schools (Public),Traditional,1,32.5
121087,2019,Napa Valley Unified,American Canyon High,High Schools (Public),Traditional,0,32.5
111005,2019,Cajon Valley Union,Los Coches Creek Middle,Intermediate/Middle Schools (Public),Traditional,0,32.5
6038152,2019,Encinitas Union Elementary,Ocean Knoll Elementary,Elementary Schools (Public),Traditional,0,32.5
124057,2019,Tulare County Office of Education,Valley Life Charter,K-12 Schools (Public),Traditional,1,32.5
6090385,2023,Castro Valley Unified,Creekside Middle,Intermediate/Middle Schools (Public),Traditional,0,32.5
6029607,2022,Ocean View,Hope View Elementary,Elementary Schools (Public),Traditional,0,32.48175182
6037600,2021,Cajon Valley Union,Crest Elementary,Elementary Schools (Public),Traditional,0,32.47863248
0108761,2022,Sylvan Union Elementary,Daniel J. Savage Middle,Intermediate/Middle Schools (Public),Traditional,0,32.47362251
6037535,2022,Alpine Union Elementary,Joan MacQueen Middle,Intermediate/Middle Schools (Public),Traditional,0,32.46753247
0137067,2022,SBC - High Tech High,High Tech High Mesa,High Schools (Public),Traditional,0,32.46445498
6030936,2022,Placentia-Yorba Linda Unified,Mabel M. Paine Elementary,Elementary Schools (Public),Traditional,0,32.46073298
0107110,2022,Northern Humboldt Union High,Six Rivers Charter High,High Schools (Public),Traditional,0,32.45614035
0115089,2021,Lucerne Valley Unified,Sky Mountain Charter,K-12 Schools (Public),Traditional,0,32.44851259
6111462,2021,Lincoln Unified,Brookside,Elementary Schools (Public),Traditional,0,32.44680851
6002877,2022,Amador County Unified,Sutter Creek Elementary,Elementary Schools (Public),Traditional,0,32.44680851
6040695,2023,San Francisco Unified,Alamo Elementary,Elementary Schools (Public),Traditional,0,32.43902439
6057533,2022,Burbank Unified,Luther Burbank Middle,Intermediate/Middle Schools (Public),Traditional,0,32.43243243
6061378,2023,Long Beach Unified,Stanford Middle,Intermediate/Middle Schools (Public),Traditional,0,32.43014395
0532507,2021,Bret Harte Union High,Bret Harte Union High,High Schools (Public),Traditional,0,32.4278438
6045801,2021,Orcutt Union Elementary,Pine Grove Elementary,Elementary Schools (Public),Traditional,0,32.42677824
6023147,2022,Torrance Unified,Lincoln Elementary,Elementary Schools (Public),Traditional,0,32.42574257
6037543,2022,Bonsall Unified,Bonsall Elementary,Elementary Schools (Public),Traditional,0,32.4106113
6101604,2021,New Haven Unified,Pioneer Elementary,Elementary Schools (Public),Traditional,0,32.40875912
0111153,2022,Clovis Unified,Reagan Elementary,Elementary Schools (Public),Traditional,0,32.40469208
930164,2019,El Dorado Union High,Union Mine High,High Schools (Public),Traditional,0,32.4
1931088,2019,Bonita Unified,Bonita High,High Schools (Public),Traditional,0,32.4
125096,2019,Los Angeles Unified,Academy for Enriched Sciences,Elementary Schools (Public),Traditional,0,32.4
6105787,2023,Evergreen Elementary,Millbrook Elementary,Elementary Schools (Public),Traditional,0,32.4
6038350,2023,Lakeside Union Elementary,Lakeside Middle,Intermediate/Middle Schools (Public),Traditional,0,32.3964497
0117523,2023,San Francisco Unified,Tule Elk Park Children Center,Preschool,Traditional,0,32.3943662
0127464,2023,Brentwood Union Elementary,Mary Casey Black Elementary,Elementary Schools (Public),Traditional,0,32.38231098
0135350,2022,Marin County Office of Education,Ross Valley Charter,Elementary Schools (Public),Traditional,0,32.38095238
0106013,2023,Shasta Union High,University Preparatory,K-12 Schools (Public),Traditional,1,32.37907206
6050397,2022,Junction Elementary,Junction Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,32.3782235
6004394,2023,Mt. Diablo Unified,Woodside Elementary,Elementary Schools (Public),Traditional,0,32.37410072
6017453,2021,Los Angeles Unified,Hancock Park Elementary,Elementary Schools (Public),Traditional,0,32.37288136
6050405,2023,Millville Elementary,Millville Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,32.36514523
6044697,2021,San Bruno Park Elementary,Parkside Intermediate,Intermediate/Middle Schools (Public),Traditional,0,32.35704324
6115430,2021,Moorpark Unified,Walnut Canyon Elementary,Elementary Schools (Public),Traditional,0,32.35294118
6017453,2023,Los Angeles Unified,Hancock Park Elementary,Elementary Schools (Public),Traditional,0,32.35294118
6015648,2023,Long Beach Unified,Tincher Preparatory,Elementary Schools (Public),Traditional,0,32.34932349
6059828,2022,San Francisco Unified,Giannini (A.P.) Middle,Intermediate/Middle Schools (Public),Traditional,0,32.34295416
0135376,2023,Livermore Valley Joint Unified,Lawrence Elementary,Elementary Schools (Public),Traditional,0,32.33830846
0532507,2022,Bret Harte Union High,Bret Harte Union High,High Schools (Public),Traditional,0,32.33333333
1036938,2023,Sierra Unified,Sierra High,High Schools (Public),Traditional,0,32.33082707
6049977,2023,Soquel Union Elementary,Santa Cruz Gardens Elementary,Elementary Schools (Public),Traditional,0,32.32758621
4130738,2022,San Mateo Union High,Capuchino High,High Schools (Public),Traditional,0,32.32413179
6055743,2021,Simi Valley Unified,Madera Elementary,Elementary Schools (Public),Traditional,0,32.32323232
6039077,2023,San Marcos Unified,Richland Elementary,Elementary Schools (Public),Traditional,0,32.32077764
6096184,2021,Irvine Unified,Deerfield Elementary,Elementary Schools (Public),Traditional,0,32.31939163
6106595,2021,Etiwanda Elementary,Windrows Elementary,Elementary Schools (Public),Traditional,0,32.31357553
6020036,2021,Los Angeles Unified,Woodlake Elementary Community Charter,Elementary Schools (Public),Traditional,0,32.30174081
6112999,2019,Paradise Unified,Paradise Charter Middle,Intermediate/Middle Schools (Public),Traditional,1,32.3
138081,2019,Placer Union High,Maidu Virtual Charter Academy,High Schools (Public),Traditional,1,32.3
114256,2019,Yucaipa-Calimesa Joint Unified,Inland Leaders Charter,Elementary Schools (Public),Traditional,1,32.3
6045132,2019,South San Francisco Unified,Skyline Elementary,Elementary Schools (Public),Traditional,0,32.3
6047989,2019,Mountain View Whisman,Isaac Newton Graham Middle,Intermediate/Middle Schools (Public),Traditional,0,32.3
120584,2019,Oak Grove Union Elementary,Pivot Online Charter - North Bay,K-12 Schools (Public),Traditional,1,32.3
0120733,2023,Stockton Unified,Stockton Collegiate International Secondary,K-12 Schools (Public),Traditional,1,32.29398664
6033039,2022,Elk Grove Unified,C. W. Dillard Elementary,Elementary Schools (Public),Traditional,0,32.28346457
6044960,2023,San Mateo-Foster City,Meadow Heights Elementary,Elementary Schools (Public),Traditional,0,32.28346457
5636188,2022,Simi Valley Unified,Simi Valley High,High Schools (Public),Traditional,0,32.28266396
6003669,2021,Byron Union Elementary,Excelsior Middle,Intermediate/Middle Schools (Public),Traditional,0,32.27722772
0134049,2023,Natomas Unified,Natomas Pacific Pathways Prep Elementary,Elementary Schools (Public),Traditional,1,32.27272727
6055065,2023,Hueneme Elementary,Hollywood Beach Elementary,Elementary Schools (Public),Traditional,0,32.26950355
0139386,2021,Warner Unified,Excel Academy Charter,K-12 Schools (Public),Traditional,0,32.26621735
6090351,2022,Castro Valley Unified,Castro Valley Elementary,Elementary Schools (Public),Traditional,0,32.26495726
4437109,2021,Santa Cruz City High,Santa Cruz High,High Schools (Public),Traditional,0,32.26102941
6029441,2021,Newport-Mesa Unified,Newport Heights Elementary,Elementary Schools (Public),Traditional,0,32.25806452
0113654,2021,Corona-Norco Unified,Rosa Parks Elementary,Elementary Schools (Public),Traditional,0,32.25806452
6101752,2022,Santa Clara Unified,Buchser Middle,Intermediate/Middle Schools (Public),Traditional,0,32.25806452
0117234,2023,William S. Hart Union High,Santa Clarita Valley International,K-12 Schools (Public),Traditional,1,32.24543081
6106439,2023,Moorpark Unified,Campus Canyon Elementary,Elementary Schools (Public),Traditional,0,32.24043716
6093066,2021,Oak Grove Elementary,Parkview Elementary,Elementary Schools (Public),Traditional,0,32.23570191
6117717,2023,Rosedale Union Elementary,Freedom Middle,Intermediate/Middle Schools (Public),Traditional,0,32.23495702
6046536,2022,Campbell Union,Capri Elementary,Elementary Schools (Public),Traditional,0,32.22748815
6049514,2021,Mountain View Whisman,Theuerkauf Elementary,Elementary Schools (Public),Traditional,0,32.22591362
6095400,2023,Oak Grove Elementary,Baldwin (Julia) Elementary,Elementary Schools (Public),Traditional,0,32.2147651
0126730,2021,San Diego Unified,Kavod Charter,Elementary Schools (Public),Traditional,0,32.21288515
6004980,2022,West Contra Costa Unified,Stewart Elementary,Elementary Schools (Public),Traditional,0,32.21288515
0124602,2022,Monterey Peninsula Unified,Monte Vista,Elementary Schools (Public),Traditional,0,32.20338983
6038343,2023,Lakeside Union Elementary,Lakeside Farms Elementary,Elementary Schools (Public),Traditional,0,32.20338983
6093454,2019,ABC Unified,Nixon (Patricia) Elementary,Elementary Schools (Public),Traditional,0,32.2
109934,2019,Los Angeles Unified,Our Community Charter,Elementary Schools (Public),Traditional,1,32.2
1995836,2019,Los Angeles Unified,Palisades Charter High,High Schools (Public),Traditional,1,32.2
110643,2019,Corona-Norco Unified,Eastvale Elementary,Elementary Schools (Public),Traditional,0,32.2
3630571,2023,Chaffey Joint Union High,Rancho Cucamonga High,High Schools (Public),Traditional,0,32.1997549
6095335,2022,Berryessa Union Elementary,Brooktree Elementary,Elementary Schools (Public),Traditional,0,32.19895288
0127142,2022,Beaumont Unified,Highland Academy,Elementary Schools (Public),Traditional,0,32.19814241
